corresponding_gene_call	nS_gene_consensus	nN_gene_consensus
73184	304.3333333333335	940.6666666666665
73188	374.3333333333295	1086.6666666666706
73189	42.66666666666669	134.33333333333331
73190	397.9999999999948	1135.0000000000052
73192	84.66666666666654	251.33333333333346
73193	172.6666666666672	580.3333333333328
73194	77.33333333333331	243.66666666666669
73195	247.00000000000264	784.9999999999974
73196	424.33333333332666	1216.6666666666733
73197	42.00000000000002	116.99999999999997
73198	527.6666666666567	1464.3333333333433
73199	531.6666666666572	1361.3333333333428
73200	256.3333333333362	760.6666666666638
73201	244.66666666666924	637.3333333333308
73202	265.666666666669	757.333333333331
73203	211.6666666666683	652.3333333333317
73204	197.00000000000122	552.9999999999987
73205	237.3333333333357	659.6666666666642
73206	76.0	215.0
73207	127.3333333333326	319.6666666666674
73208	161.0000000000002	420.9999999999998
73209	74.66666666666669	195.33333333333331
73210	67.00000000000013	202.9999999999999
73211	232.6666666666689	664.3333333333311
73212	274.3333333333352	727.6666666666648
73213	236.66666666666902	666.333333333331
73214	297.00000000000057	935.9999999999994
73215	194.66666666666782	531.3333333333321
73216	200.33333333333465	552.6666666666654
73217	185.33333333333422	507.6666666666658
73218	214.33333333333505	553.6666666666649
73219	794.6666666666871	2055.333333333313
73220	265.3333333333357	727.6666666666642
73221	353.9999999999973	978.0000000000027
73222	413.6666666666606	990.3333333333394
73223	109.66666666666619	301.3333333333338
73224	52.00000000000009	145.99999999999991
73225	170.66666666666714	483.33333333333286
73226	44.66666666666671	132.3333333333333
73227	76.33333333333333	196.66666666666669
73228	154.66666666666669	445.3333333333333
73229	87.33333333333317	245.66666666666683
73230	83.66666666666656	228.33333333333343
73231	36.66666666666665	116.33333333333334
73234	144.99999999999974	443.0000000000002
73235	387.33333333332877	950.6666666666713
73236	187.00000000000094	475.9999999999991
73237	83.66666666666656	237.33333333333343
73238	164.00000000000028	444.9999999999997
73239	75.00000000000001	204.0
73240	48.666666666666735	134.33333333333326
73241	35.66666666666664	120.33333333333336
73242	126.99999999999928	302.00000000000074
73243	111.33333333333283	278.6666666666672
73244	481.3333333333234	1252.6666666666765
73245	82.9999999999999	220.0000000000001
73246	58.000000000000135	166.99999999999986
73247	59.00000000000014	162.99999999999986
73248	224.000000000002	639.999999999998
73249	224.66666666666868	606.3333333333313
73250	311.6666666666664	972.3333333333336
73251	55.666666666666785	169.3333333333332
73252	107.66666666666622	324.33333333333377
73253	129.33333333333263	365.66666666666737
73254	61.33333333333349	172.66666666666652
73255	309.3333333333332	926.6666666666667
73256	37.99999999999999	127.0
73266	78.3333333333333	224.66666666666669
73269	96.66666666666637	296.3333333333336
73270	48.000000000000064	167.99999999999994
73271	102.99999999999962	293.0000000000004
73272	61.33333333333349	160.66666666666652
73273	152.66666666666663	417.33333333333337
73274	312.66666666666634	854.3333333333337
73275	465.66666666665765	1334.3333333333424
73276	197.6666666666679	543.3333333333321
73277	454.9999999999916	1153.0000000000084
73278	261.33333333333593	719.666666666664
73279	247.00000000000264	688.9999999999974
73280	389.33333333332865	1134.6666666666713
73281	42.66666666666669	158.33333333333331
73282	161.33333333333354	417.66666666666646
73283	259.33333333333604	703.666666666664
73284	277.333333333335	724.6666666666649
73285	216.3333333333351	569.6666666666649
73286	247.66666666666933	613.3333333333306
73287	306.00000000000006	870.0
73288	65.00000000000016	204.99999999999983
73289	38.33333333333333	93.66666666666667
73290	382.9999999999957	1009.0000000000043
73291	646.6666666666703	1606.3333333333298
73292	104.33333333333293	291.6666666666671
73293	278.6666666666683	747.3333333333317
73294	64.3333333333335	181.66666666666652
73295	120.3333333333327	341.6666666666673
73296	174.3333333333339	527.6666666666661
73297	265.0000000000024	778.9999999999976
73298	441.9999999999923	1247.0000000000077
73299	194.66666666666782	540.3333333333321
73300	247.00000000000264	697.9999999999974
73301	58.33333333333347	178.66666666666652
73302	113.99999999999946	291.00000000000057
73303	122.666666666666	348.333333333334
73304	66.33333333333347	170.66666666666652
73305	180.33333333333408	401.66666666666595
73306	264.33333333333576	716.6666666666642
73307	223.66666666666865	817.3333333333313
73308	188.66666666666765	666.3333333333323
73309	149.9999999999999	459.0000000000001
73310	71.3333333333334	204.6666666666666
73312	232.00000000000222	691.9999999999977
73313	160.66666666666686	451.33333333333314
73314	370.66666666666305	937.3333333333369
73315	139.33333333333292	406.6666666666671
73316	235.666666666669	694.333333333331
73317	349.99999999999756	943.0000000000025
73318	196.33333333333454	619.6666666666655
73319	212.66666666666833	591.3333333333317
73321	304.00000000000017	826.9999999999998
73322	304.3333333333335	847.6666666666665
73323	263.0000000000025	747.9999999999975
73324	225.00000000000202	620.999999999998
73325	240.00000000000244	629.9999999999975
73326	65.33333333333348	216.66666666666652
73327	125.33333333333263	318.66666666666737
73328	413.6666666666606	1080.3333333333394
73329	412.999999999994	1084.000000000006
73330	331.33333333333195	976.6666666666681
73331	208.00000000000153	559.9999999999984
73332	251.66666666666944	609.3333333333305
73333	106.3333333333329	304.6666666666671
73335	136.33333333333283	403.6666666666672
73338	52.33333333333343	160.66666666666657
73339	52.33333333333343	130.66666666666657
73342	399.3333333333281	1145.666666666672
73343	306.6666666666667	881.3333333333333
73344	647.333333333337	1944.6666666666629
73345	146.33333333333312	435.66666666666686
73347	182.33333333333414	474.66666666666583
73348	69.0000000000001	197.9999999999999
73349	164.33333333333363	477.6666666666664
73350	34.666666666666636	109.33333333333337
73351	84.99999999999987	242.0000000000001
73352	113.66666666666613	327.3333333333339
73353	338.9999999999982	1011.0000000000018
73356	59.66666666666681	201.3333333333332
73357	50.333333333333414	156.66666666666657
73358	57.333333333333464	164.66666666666654
73359	90.33333333333313	263.66666666666686
73360	55.000000000000114	139.9999999999999
73361	76.33333333333333	205.66666666666669
73362	51.000000000000085	131.99999999999991
73363	62.666666666666835	198.33333333333317
73364	64.00000000000017	190.99999999999983
73365	52.666666666666764	166.33333333333323
73368	102.99999999999962	278.0000000000004
73369	70.00000000000009	223.99999999999991
73370	95.99999999999972	270.0000000000003
73371	147.33333333333314	422.66666666666686
73372	267.0000000000023	809.9999999999977
73373	553.6666666666597	1390.3333333333403
73374	262.6666666666692	829.3333333333308
73375	191.66666666666774	516.3333333333322
73379	101.33333333333297	273.666666666667
73380	116.33333333333276	321.66666666666725
73381	157.00000000000009	457.9999999999999
73382	252.00000000000279	647.9999999999973
73383	235.666666666669	652.333333333331
73384	259.33333333333604	712.666666666664
73385	307.66666666666663	961.3333333333334
73386	68.00000000000011	213.9999999999999
73387	310.66666666666646	865.3333333333335
73388	38.33333333333333	108.66666666666667
73389	46.333333333333385	124.66666666666661
73390	109.33333333333286	343.66666666666714
73391	52.00000000000009	166.99999999999991
73392	152.99999999999997	498.0
73394	328.66666666666544	1120.3333333333346
73398	162.33333333333357	539.6666666666664
73399	228.0000000000021	629.999999999998
73400	327.3333333333322	917.6666666666679
73401	160.3333333333335	532.6666666666665
73402	540.3333333333248	1472.6666666666752
73403	459.666666666658	1205.3333333333421
73404	279.0000000000016	848.9999999999984
73405	65.66666666666681	210.3333333333332
73407	56.00000000000012	150.9999999999999
73408	30.666666666666625	83.33333333333337
73410	129.33333333333263	395.66666666666737
73411	44.33333333333337	126.66666666666663
73412	247.333333333336	778.666666666664
73413	817.6666666666897	2368.3333333333103
73414	226.00000000000205	598.999999999998
73415	50.333333333333414	159.66666666666657
73416	62.00000000000016	180.99999999999983
73417	114.33333333333279	308.6666666666672
73418	777.3333333333518	2186.6666666666483
73419	369.3333333333298	1121.6666666666702
73420	45.00000000000004	140.99999999999994
73422	273.00000000000193	713.9999999999981
73424	236.66666666666902	696.333333333331
73425	72.66666666666671	200.3333333333333
73426	77.33333333333331	222.66666666666669
73427	134.66666666666612	366.3333333333339
73429	88.99999999999982	274.00000000000017
73430	80.6666666666666	231.3333333333334
73431	297.00000000000057	875.9999999999994
73432	75.00000000000001	225.0
73433	170.66666666666714	489.33333333333286
73434	297.00000000000057	887.9999999999994
73435	324.999999999999	956.000000000001
73438	66.00000000000014	209.99999999999986
73439	101.33333333333297	321.666666666667
73440	256.0000000000029	646.999999999997
73441	254.00000000000284	918.9999999999972
73442	206.66666666666816	630.3333333333319
73443	392.6666666666618	1140.3333333333383
73444	118.33333333333273	343.66666666666725
