	corresponding_gene_call	sample_id	pNpS_gene_consensus
0	73184	ABBA_M14	
1	73188	COCO_M01	
2	73188	FAGR_M17	
3	73189	COCO_M03	
4	73190	ABBA_M13	
5	73190	COCO_M01	
6	73190	FAGR_M20	0.12839652133669066
7	73192	COCO_M05	
8	73193	ABBA_M14	0.18612829935192207
9	73193	ACSA_M25	0.2253140980242365
10	73193	COCO_M01	0.09290739586383397
11	73193	COCO_M02	
12	73193	COCO_M03	0.15513188730689842
13	73193	COCO_M05	0.07389151409833344
14	73193	FAGR_M16	
15	73193	THOC_M09	
16	73194	COCO_M03	
17	73195	ABBA_M14	0.19305103140638682
18	73195	ACSA_M25	
19	73195	COCO_M01	
20	73195	COCO_M02	
21	73195	COCO_M03	0.11276987827896935
22	73195	COCO_M04	
23	73195	COCO_M05	
24	73195	FAGR_M20	
25	73196	ABBA_M12	
26	73196	ABBA_M13	
27	73196	ABBA_M14	0.1418207267553898
28	73196	COCO_M01	0.1682315714157176
29	73196	COCO_M02	0.5519034152376667
30	73196	COCO_M03	0.21538436117427953
31	73196	COCO_M04	0.16282800419244423
32	73196	COCO_M05	0.18558322089580742
33	73196	THOC_M08	
34	73196	THOC_M10	
35	73197	ABBA_M14	
36	73197	COCO_M01	
37	73197	COCO_M02	
38	73197	COCO_M03	
39	73197	COCO_M05	
40	73197	FAGR_M16	
41	73197	THOC_M09	
42	73198	ABBA_M13	0.1544999519854458
43	73198	ABBA_M14	0.10554597144289402
44	73198	ACSA_M25	
45	73198	COCO_M01	0.13165726860402818
46	73198	COCO_M02	0.14132511158694083
47	73198	COCO_M03	0.11768819318554662
48	73198	COCO_M04	0.10517713344140905
49	73198	COCO_M05	0.16255127271078512
50	73198	FAGR_M16	
51	73198	THOC_M09	0.06683663176719461
52	73199	ABBA_M13	
53	73199	ABBA_M14	0.04351971935560698
54	73199	ACSA_M25	
55	73199	COCO_M01	0.07193478720417448
56	73199	COCO_M02	0.16122324401370822
57	73199	COCO_M03	0.09383246622916666
58	73199	COCO_M04	
59	73199	COCO_M05	0.04714794518301317
60	73199	FAGR_M20	
61	73199	THOC_M09	
62	73200	ABBA_M13	
63	73200	ABBA_M14	0.021618744925452973
64	73200	ACSA_M25	
65	73200	COCO_M01	0.08476206871881219
66	73200	COCO_M02	0.2501140958749406
67	73200	COCO_M03	0.03793515791497763
68	73200	COCO_M04	
69	73200	COCO_M05	
70	73201	ABBA_M13	0.2702646625347427
71	73201	ABBA_M14	1.9037610747396085
72	73201	COCO_M01	0.5193016333732327
73	73201	COCO_M02	
74	73201	COCO_M03	0.15819364418203202
75	73201	COCO_M05	0.14724594486158293
76	73201	FAGR_M20	
77	73202	ABBA_M14	
78	73202	ACSA_M25	
79	73202	COCO_M01	
80	73202	COCO_M02	
81	73202	COCO_M03	0.03460780883548974
82	73202	COCO_M05	
83	73202	THOC_M09	0.07949485972995483
84	73203	ABBA_M13	
85	73203	ABBA_M14	0.09461527702367555
86	73203	COCO_M01	
87	73203	COCO_M02	
88	73203	COCO_M03	0.020180814404338852
89	73203	COCO_M05	
90	73203	THOC_M09	
91	73204	ABBA_M13	
92	73204	ABBA_M14	
93	73204	ACSA_M25	
94	73204	COCO_M01	0.03723474664832392
95	73204	COCO_M02	0.49555115145676487
96	73204	COCO_M03	0.10444836724456794
97	73204	COCO_M05	
98	73204	THOC_M09	
99	73205	ABBA_M13	0.038005968743151985
100	73205	ABBA_M14	0.024179170059505064
101	73205	COCO_M01	0.004434165052174493
