	corresponding_gene_call	sample_id	pS_gene_consensus
0	66214	ABBA_M12	
1	66214	COCO_M01	
2	66214	COCO_M02	
3	66214	COCO_M03	
4	66214	COCO_M04	
5	66215	ABBA_M12	
6	66215	ABBA_M13	
7	66215	ABBA_M14	
8	66215	ACSA_M21	
9	66215	ACSA_M22	
10	66215	ACSA_M24	
11	66215	ACSA_M25	0.00378843975715408
12	66215	COCO_M01	0.013038679434574834
13	66215	COCO_M02	0.02205801604380701
14	66215	COCO_M03	0.023462785044711984
15	66215	COCO_M04	0.008440651074402901
16	66215	COCO_M05	0.021210033224335432
17	66215	FAGR_M16	0.006336565865651684
18	66215	FAGR_M17	0.004078657418882948
19	66215	FAGR_M19	
20	66215	THOC_M07	
21	66215	THOC_M09	0.004421128491171983
22	66215	THOC_M10	0.003972970035838844
23	66216	ABBA_M12	
24	66216	ABBA_M14	
25	66216	ACSA_M25	
26	66216	COCO_M01	0.01625502276218118
27	66216	COCO_M02	0.02856161285983322
28	66216	COCO_M03	0.04697516233097857
29	66216	COCO_M04	
30	66216	COCO_M05	0.028097756188598357
31	66216	FAGR_M16	0.017917369037949653
32	66216	FAGR_M17	0.01271051441432368
33	66216	FAGR_M19	0.01356192689111463
34	66216	THOC_M08	
35	66216	THOC_M09	
36	66216	THOC_M10	0.01358042708781241
37	66217	ABBA_M12	0.011457179496302598
38	66217	ABBA_M13	
39	66217	ABBA_M14	
40	66217	ACSA_M21	
41	66217	ACSA_M24	
42	66217	ACSA_M25	
43	66217	COCO_M01	0.03020766267669701
44	66217	COCO_M02	0.0502587338549376
45	66217	COCO_M03	0.058972295394592845
46	66217	COCO_M04	0.00987055151083947
47	66217	COCO_M05	0.06489886479500445
48	66217	FAGR_M16	0.006415309275840591
49	66217	FAGR_M17	0.004871256467440483
50	66217	FAGR_M19	
51	66217	FAGR_M20	
52	66217	THOC_M06	
53	66217	THOC_M07	0.0149770588087818
54	66217	THOC_M08	
55	66217	THOC_M09	0.013578008122089175
56	66217	THOC_M10	
57	66218	ABBA_M12	0.0033542174969794117
58	66218	ABBA_M13	
59	66218	ABBA_M14	
60	66218	ACSA_M21	0.004583079116259942
61	66218	ACSA_M22	
62	66218	ACSA_M24	
63	66218	ACSA_M25	0.007521559353699193
64	66218	COCO_M01	0.02009312217773837
65	66218	COCO_M02	0.03948248326214159
66	66218	COCO_M03	0.04412631549483222
67	66218	COCO_M04	0.007750459125899737
68	66218	COCO_M05	0.057407480980277516
69	66218	FAGR_M16	0.01716225786352038
70	66218	FAGR_M17	0.012099279068329553
71	66218	FAGR_M19	
72	66218	FAGR_M20	
73	66218	THOC_M07	0.010098549499422682
74	66218	THOC_M08	
75	66218	THOC_M09	0.01625210626454911
76	66218	THOC_M10	0.01189747415887366
77	66219	ABBA_M12	
78	66219	ABBA_M14	0.035962368041315536
79	66219	ACSA_M21	
80	66219	ACSA_M24	
81	66219	ACSA_M25	
82	66219	COCO_M01	
83	66219	COCO_M02	0.037560885428569155
84	66219	COCO_M03	0.04747242020861744
85	66219	COCO_M04	
86	66219	COCO_M05	0.05532247501909748
87	66219	FAGR_M16	
88	66219	FAGR_M17	
89	66219	FAGR_M19	
90	66219	FAGR_M20	
91	66219	THOC_M08	0.03146486928104586
92	66219	THOC_M09	
93	66219	THOC_M10	
94	66220	ABBA_M12	0.013609780165143493
95	66220	ABBA_M14	
96	66220	ACSA_M21	0.01746946975543723
97	66220	ACSA_M24	
98	66220	ACSA_M25	
99	66220	COCO_M01	0.014668949040163635
100	66220	COCO_M02	0.02012108628967723
101	66220	COCO_M03	0.02481078161497344
102	66220	COCO_M04	0.008193907652316115
103	66220	COCO_M05	0.02971497357960524
104	66220	FAGR_M16	0.01522627443299676
105	66220	FAGR_M17	0.011554054939317887
106	66220	FAGR_M19	
107	66220	FAGR_M20	0.013977447354755906
108	66220	THOC_M07	
109	66220	THOC_M09	0.02189922066188107
110	66220	THOC_M10	
111	66221	ABBA_M12	
112	66221	ABBA_M14	
113	66221	ACSA_M21	
114	66221	ACSA_M24	0.010957070304896288
115	66221	ACSA_M25	0.02155659145075601
116	66221	COCO_M01	0.015502167641646135
117	66221	COCO_M02	0.022180903170021724
118	66221	COCO_M03	0.024170622427724407
119	66221	COCO_M04	
120	66221	COCO_M05	0.032998902126463225
121	66221	FAGR_M16	0.024482265165212937
122	66221	FAGR_M17	0.009556193952712995
123	66221	FAGR_M19	
124	66221	FAGR_M20	0.011813741963156309
125	66221	THOC_M07	
126	66221	THOC_M08	
127	66221	THOC_M09	0.017366714861059007
128	66221	THOC_M10	
129	66222	ABBA_M12	
130	66222	ABBA_M13	
131	66222	ACSA_M21	
132	66222	ACSA_M24	
133	66222	ACSA_M25	
134	66222	COCO_M01	0.021490875284378538
135	66222	COCO_M02	0.01691633695651242
136	66222	COCO_M03	0.02283684505239656
137	66222	COCO_M04	
138	66222	COCO_M05	0.030015510845655076
139	66222	FAGR_M16	
140	66222	FAGR_M17	
141	66222	FAGR_M19	
142	66222	FAGR_M20	
143	66222	THOC_M07	
144	66222	THOC_M09	
145	66222	THOC_M10	
146	66223	ABBA_M11	0.029503284594193754
147	66223	ABBA_M12	0.03456073055013946
148	66223	ABBA_M13	0.05618117035295673
149	66223	ABBA_M14	0.09471816934243688
150	66223	ABBA_M15	0.055673275781353594
151	66223	ACSA_M21	0.04638125171836617
152	66223	ACSA_M23	0.0336376167691958
153	66223	ACSA_M24	0.047520089066836246
154	66223	ACSA_M25	0.037648127273795816
155	66223	COCO_M01	0.018860091163943073
156	66223	COCO_M02	0.0200204488951934
157	66223	COCO_M03	0.03203742144656778
158	66223	COCO_M04	0.02258568879085955
159	66223	COCO_M05	0.030133454479142573
160	66223	FAGR_M16	0.0639746991429157
161	66223	FAGR_M17	0.04149426652536327
162	66223	FAGR_M19	0.05815213100184786
163	66223	FAGR_M20	0.05720333022745205
164	66223	THOC_M07	0.04739514149421282
165	66223	THOC_M08	0.06800653518515476
166	66223	THOC_M09	0.02375089259095371
167	66223	THOC_M10	0.04991551561968997
168	66224	ABBA_M12	
169	66224	ABBA_M14	
170	66224	ACSA_M22	
171	66224	ACSA_M25	
172	66224	COCO_M01	0.02341499300705022
173	66224	COCO_M02	0.02654618427658346
174	66224	COCO_M03	0.0257196166922328
175	66224	COCO_M04	
176	66224	COCO_M05	
177	66224	FAGR_M16	
178	66224	FAGR_M17	
179	66224	FAGR_M19	
180	66224	THOC_M09	
181	66224	THOC_M10	
182	66225	ABBA_M12	
183	66225	ABBA_M13	
184	66225	ABBA_M14	
185	66225	ACSA_M21	
186	66225	ACSA_M24	
187	66225	ACSA_M25	
188	66225	COCO_M01	0.02099234089338854
189	66225	COCO_M02	0.021338190423838197
190	66225	COCO_M03	0.03278432442153117
191	66225	COCO_M04	
192	66225	COCO_M05	0.024154646913481858
193	66225	FAGR_M16	
194	66225	FAGR_M17	
195	66225	FAGR_M19	
196	66225	FAGR_M20	
197	66225	THOC_M09	
198	66225	THOC_M10	0.021269117255195216
199	66226	ABBA_M12	0.020223137759312275
200	66226	ABBA_M13	
201	66226	ABBA_M14	0.011612185006202756
202	66226	ACSA_M21	0.020839843533704973
203	66226	ACSA_M24	0.012039785610957286
204	66226	ACSA_M25	
205	66226	COCO_M01	0.027376303105276112
206	66226	COCO_M02	0.03747369621273076
207	66226	COCO_M03	0.04564478874172732
208	66226	COCO_M04	0.015044503191742515
209	66226	COCO_M05	0.048059196076414096
210	66226	FAGR_M16	0.010235908638769775
211	66226	FAGR_M17	0.01415101152177592
212	66226	FAGR_M19	
213	66226	FAGR_M20	
214	66226	THOC_M07	
215	66226	THOC_M08	
216	66226	THOC_M09	0.03681312837246729
217	66226	THOC_M10	
218	66227	ABBA_M12	
219	66227	ABBA_M14	
220	66227	ACSA_M21	
221	66227	ACSA_M24	
222	66227	ACSA_M25	0.020436149216637098
223	66227	COCO_M01	0.039555739886748764
224	66227	COCO_M02	0.03801303644591554
225	66227	COCO_M03	0.056929692229609294
226	66227	COCO_M04	
227	66227	COCO_M05	0.05416043615916272
228	66227	FAGR_M16	0.028786666505034638
229	66227	FAGR_M17	
230	66227	FAGR_M19	
231	66227	THOC_M07	0.026882995053726856
232	66227	THOC_M09	0.02884783771172452
233	66227	THOC_M10	
234	66228	ABBA_M12	
235	66228	ACSA_M21	
236	66228	ACSA_M24	
237	66228	COCO_M01	
238	66228	COCO_M02	
239	66228	COCO_M03	0.046514003406587276
240	66228	COCO_M04	
241	66228	COCO_M05	0.04920342128875848
242	66228	FAGR_M16	
243	66228	FAGR_M17	
244	66228	FAGR_M19	
245	66228	THOC_M09	
246	66228	THOC_M10	
247	66229	ABBA_M11	
248	66229	ABBA_M12	
249	66229	ABBA_M14	
250	66229	ACSA_M24	0.011551585748233558
251	66229	ACSA_M25	0.017528506119353648
252	66229	COCO_M01	0.02305968390465282
253	66229	COCO_M02	0.02642213579459268
254	66229	COCO_M03	0.04125790288862731
255	66229	COCO_M04	0.010404742075346609
256	66229	COCO_M05	0.056032766781404245
257	66229	FAGR_M16	0.01703075385196616
258	66229	FAGR_M17	0.014380380247383558
259	66229	FAGR_M19	
260	66229	THOC_M07	
261	66229	THOC_M09	0.028704967695055376
262	66229	THOC_M10	0.025832869275690493
263	66230	ABBA_M12	
264	66230	ABBA_M14	
265	66230	ACSA_M24	
266	66230	ACSA_M25	
267	66230	COCO_M01	0.03661260052440675
